lead_id,lead_date,patient_id,lead_source,campaign,clinic,lead_status,first_response_minutes,appointment_booked,appointment_date
L01805,2025-01-05,,Instagram,Dental Crown,Clinic C,Contacted - No Appointment,40,No,
L01806,2025-04-25,P01806,Referral,Teeth Whitening,Clinic D,Appointment Booked,4,Yes,2025-05-05
L01807,2025-04-21,P01807,Instagram,Invisalign,Clinic A,Appointment Booked,9,Yes,
L01808,2025-10-01,,Referral,Root Canal,Clinic B,Contacted - No Appointment,14,No,
L01809,2025-07-01,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,32,No,
L01810,2025-08-21,P01810,Instagram,Root Canal,Clinic D,Appointment Booked,24,Yes,
L01811,2025-08-21,P01811,Google Ads,Root Canal,Clinic A,Appointment Booked,10,Yes,
L01812,2025-08-07,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,21,No,
L01813,2025-03-21,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,4,No,
L01814,2025-09-24,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,5,No,
L01815,2025-06-07,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,5,No,
L01816,2025-10-13,P01816,Facebook,General Dentistry,Clinic C,Appointment Booked,8,Yes,
L01817,2025-11-19,P01817,Referral,Dental Crown,Clinic B,Appointment Booked,31,Yes,
L01818,2025-02-26,P01818,Referral,Dental Crown,Clinic B,Appointment Booked,25,Yes,
L01819,2025-07-24,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,15,No,
L01820,2025-03-14,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,32,No,
L01821,2025-01-15,,Instagram,Dental Crown,Clinic B,Contacted - No Appointment,42,No,
L01822,2025-05-19,,Facebook,Dental Crown,Clinic C,Contacted - No Appointment,8,No,
L01823,2025-01-13,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,39,No,
L01824,2025-02-21,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,10,No,
L01825,2025-07-14,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,12,No,
L01826,2025-07-18,P01826,Google Organic,Dental Crown,Clinic D,Appointment Booked,56,Yes,
L01827,2025-12-29,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,21,No,
L01828,2025-10-27,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,13,No,
L01829,2025-02-17,P01829,Facebook,Invisalign,Clinic A,Appointment Booked,28,Yes,
L01830,2025-12-22,P01830,Facebook,Root Canal,Clinic B,Appointment Booked,34,Yes,2026-03-01
L01831,2025-04-19,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,21,No,
L01832,2025-10-26,P01832,Google Ads,Dental Implant,Clinic B,Appointment Booked,13,Yes,2025-05-11
L01833,2025-12-24,P01833,Referral,Invisalign,Clinic C,Appointment Booked,24,Yes,2026-05-01
L01834,2025-07-18,P01834,Google Organic,Dental Implant,Clinic A,Appointment Booked,29,Yes,
L01835,2025-08-02,,Google Organic,Teeth Whitening,Clinic B,Contacted - No Appointment,17,No,
L01836,2025-02-08,,Referral,Root Canal,Clinic D,Not Contacted/Cold,54,No,
L01837,2025-08-10,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,23,No,
L01838,2025-10-14,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,33,No,
L01839,2025-03-08,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,34,No,
L01840,2025-10-05,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,6,No,
L01841,2025-08-15,,Instagram,Dental Crown,Clinic B,Contacted - No Appointment,28,No,
L01842,2025-05-13,P01842,Google Ads,Root Canal,Clinic D,Appointment Booked,30,Yes,
L01843,2025-07-27,P01843,Google Organic,Invisalign,Clinic D,Appointment Booked,13,Yes,2025-07-08
L01844,2025-04-15,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,11,No,
L01845,2025-06-03,P01845,Facebook,Invisalign,Clinic D,Appointment Booked,5,Yes,2025-11-06
L01846,2025-11-06,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,44,No,
L01847,2025-11-01,P01847,Referral,General Dentistry,Clinic B,Appointment Booked,10,Yes,2025-11-11
L01848,2025-11-02,P01848,Facebook,Dental Implant,Clinic B,Appointment Booked,6,Yes,2025-08-11
L01849,2025-09-20,,Referral,Invisalign,Clinic C,Contacted - No Appointment,15,No,
L01850,2025-09-30,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,9,No,
L01851,2025-09-08,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,6,No,
L01852,2025-02-01,,Referral,Root Canal,Clinic B,Not Contacted/Cold,71,No,
L01853,2025-08-28,P01853,Google Ads,Root Canal,Clinic A,Appointment Booked,8,Yes,2025-05-09
L01854,2025-03-22,P01854,Instagram,Dental Implant,Clinic D,Appointment Booked,10,Yes,
L01855,2025-11-22,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,21,No,
L01856,2025-06-14,,Google Organic,Dental Implant,Clinic A,Contacted - No Appointment,5,No,
L01857,2025-03-31,P01857,Google Ads,Root Canal,Clinic D,Appointment Booked,18,Yes,2025-03-04
L01858,2025-02-14,P01858,Facebook,Dental Implant,Clinic D,Appointment Booked,29,Yes,
L01859,2025-08-14,,Google Organic,Teeth Whitening,Clinic D,Contacted - No Appointment,22,No,
L01860,2025-09-13,P01860,Facebook,Dental Crown,Clinic B,Appointment Booked,26,Yes,
L01861,2025-11-22,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,17,No,
L01862,2025-07-29,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L01863,2025-10-07,P01863,Facebook,Root Canal,Clinic A,Appointment Booked,26,Yes,
L01864,2025-11-25,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,25,No,
L01865,2025-05-07,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,8,No,
L01866,2025-04-27,,Referral,Root Canal,Clinic A,Contacted - No Appointment,20,No,
L01867,2025-12-24,P01867,Google Ads,Root Canal,Clinic B,Appointment Booked,18,Yes,
L01868,2025-12-03,P01868,Instagram,Teeth Whitening,Clinic B,Appointment Booked,29,Yes,
L01869,2025-11-21,P01869,Google Organic,General Dentistry,Clinic D,Appointment Booked,24,Yes,
L01870,2025-09-19,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,41,No,
L01871,2025-08-02,,Google Ads,Dental Implant,Clinic A,Contacted - No Appointment,34,No,
L01872,2025-03-18,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,37,No,
L01873,2025-03-21,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,30,No,
L01874,2025-04-15,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,36,No,
L01875,2025-10-08,P01875,Google Organic,Root Canal,Clinic C,Appointment Booked,14,Yes,
L01876,2025-05-17,P01876,Instagram,Dental Implant,Clinic C,Appointment Booked,34,Yes,
L01877,2025-06-11,,Facebook,General Dentistry,Clinic C,Contacted - No Appointment,18,No,
L01878,2025-02-27,P01878,Facebook,Dental Crown,Clinic D,Appointment Booked,6,Yes,
L01879,2025-07-19,,Referral,Root Canal,Clinic D,Contacted - No Appointment,33,No,
L01880,2025-02-17,P01880,Google Ads,Dental Implant,Clinic D,Appointment Booked,22,Yes,2025-03-03
L01881,2025-09-02,,Facebook,Root Canal,Clinic A,Not Contacted/Cold,46,No,
L01882,2025-06-02,,Instagram,General Dentistry,Clinic A,Contacted - No Appointment,20,No,
L01883,2025-02-04,P01883,Google Ads,Dental Crown,Clinic B,Appointment Booked,10,Yes,
L01884,2025-10-10,,Google Ads,General Dentistry,Clinic D,Contacted - No Appointment,12,No,
L01885,2025-09-28,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,16,No,
L01886,2025-02-08,P01886,Facebook,Dental Crown,Clinic D,Appointment Booked,23,Yes,
L01887,2025-05-22,P01887,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,36,Yes,2025-02-06
L01888,2025-09-08,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,22,No,
L01889,2025-10-14,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,8,No,
L01890,2025-01-29,P01890,Google Ads,Dental Crown,Clinic A,Appointment Booked,23,Yes,2025-01-02
L01891,2025-10-09,P01891,Facebook,Dental Crown,Clinic B,Appointment Booked,40,Yes,
L01892,2025-11-02,P01892,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,21,Yes,
L01893,2025-04-04,P01893,Google Ads,Teeth Whitening,Clinic C,Appointment Booked,25,Yes,2025-09-04
L01894,2025-03-02,P01894,Facebook,Teeth Whitening,Clinic B,Appointment Booked,18,Yes,
L01895,2025-05-06,,Facebook,Dental Crown,Clinic B,Contacted - No Appointment,18,No,
L01896,2025-09-24,,Referral,Invisalign,Clinic C,Contacted - No Appointment,37,No,
L01897,2025-08-26,,Facebook,Root Canal,Clinic D,Contacted - No Appointment,31,No,
L01898,2025-08-08,,Facebook,Teeth Whitening,Clinic C,Not Contacted/Cold,75,No,
L01899,2025-09-28,P01899,Google Ads,General Dentistry,Clinic B,Appointment Booked,13,Yes,2025-01-10
L01900,2025-07-19,,Google Ads,Dental Implant,Clinic D,Contacted - No Appointment,11,No,
L01901,2025-09-02,,Referral,Root Canal,Clinic D,Contacted - No Appointment,6,No,
L01902,2025-09-09,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,16,No,
L01903,2025-10-28,,Referral,Invisalign,Clinic C,Contacted - No Appointment,18,No,
L01904,2025-05-03,P01904,Google Ads,Root Canal,Clinic B,Appointment Booked,11,Yes,2025-04-05
L01905,2025-10-10,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,26,No,
L01906,2025-06-13,P01906,Referral,Dental Implant,Clinic C,Appointment Booked,32,Yes,
L01907,2025-08-23,,Google Ads,Teeth Whitening,Clinic D,Contacted - No Appointment,25,No,
L01908,2025-11-23,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,8,No,
L01909,2025-10-19,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,12,No,
L01910,2025-01-19,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,20,No,
L01911,2025-09-11,P01911,Google Organic,Dental Crown,Clinic D,Appointment Booked,39,Yes,
L01912,2025-05-02,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,17,No,
L01913,2025-04-26,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,3,No,
L01914,2025-06-17,P01914,Google Ads,Dental Crown,Clinic B,Appointment Booked,16,Yes,
L01915,2025-12-23,,Referral,Teeth Whitening,Clinic C,Contacted - No Appointment,19,No,
L01916,2025-02-14,,Google Ads,Dental Implant,Clinic A,Not Contacted/Cold,49,No,
L01917,2025-02-25,P01917,Google Ads,General Dentistry,Clinic A,Appointment Booked,3,Yes,2025-03-03
L01918,2025-09-28,,Instagram,Teeth Whitening,Clinic C,Contacted - No Appointment,32,No,
L01919,2025-08-10,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,6,No,
L01920,2025-03-12,P01920,Facebook,Teeth Whitening,Clinic A,Appointment Booked,14,Yes,
L01921,2025-01-18,P01921,Google Ads,Root Canal,Clinic A,Appointment Booked,25,Yes,
L01922,2025-05-15,,Google Organic,Teeth Whitening,Clinic C,Contacted - No Appointment,35,No,
L01923,2025-06-15,,Instagram,Root Canal,Clinic A,Contacted - No Appointment,12,No,
L01924,2025-04-15,,Facebook,General Dentistry,Clinic D,Contacted - No Appointment,14,No,
L01925,2025-08-10,P01925,Google Ads,Dental Implant,Clinic A,Appointment Booked,17,Yes,
L01926,2025-01-24,,Instagram,Invisalign,Clinic A,Contacted - No Appointment,11,No,
L01927,2025-09-11,,Google Organic,Dental Crown,Clinic B,Not Contacted/Cold,46,No,
L01928,2025-05-06,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,22,No,
L01929,2025-10-21,P01929,Google Ads,Root Canal,Clinic B,Appointment Booked,30,Yes,
L01930,2025-04-25,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,17,No,
L01931,2025-12-03,,Google Organic,General Dentistry,Clinic D,Contacted - No Appointment,17,No,
L01932,2025-11-09,,Referral,Root Canal,Clinic C,Contacted - No Appointment,37,No,
L01933,2025-09-29,P01933,Google Ads,Root Canal,Clinic A,Appointment Booked,19,Yes,2025-09-10
L01934,2025-05-24,,Facebook,Invisalign,Clinic B,Contacted - No Appointment,27,No,
L01935,2025-05-13,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,15,No,
L01936,2025-01-10,P01936,Facebook,Root Canal,Clinic B,Appointment Booked,12,Yes,
L01937,2025-02-09,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,22,No,
L01938,2025-04-11,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,10,No,
L01939,2025-11-25,P01939,Google Ads,Invisalign,Clinic C,Appointment Booked,5,Yes,
L01940,2025-12-05,,Google Organic,Root Canal,Clinic C,Contacted - No Appointment,15,No,
L01941,2025-02-09,P01941,Facebook,Root Canal,Clinic A,Appointment Booked,53,Yes,
L01942,2025-07-14,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,27,No,
L01943,2025-10-14,P01943,Facebook,Teeth Whitening,Clinic C,Appointment Booked,13,Yes,
L01944,2025-03-27,P01944,Google Ads,Invisalign,Clinic A,Appointment Booked,27,Yes,2025-04-04
L01945,2025-05-06,,Referral,Root Canal,Clinic B,Contacted - No Appointment,40,No,
L01946,2025-09-22,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,11,No,
L01947,2025-06-21,,Instagram,Invisalign,Clinic B,Contacted - No Appointment,27,No,
L01948,2025-10-25,P01948,Referral,Teeth Whitening,Clinic D,Appointment Booked,15,Yes,2025-05-11
L01949,2025-06-17,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,43,No,
L01950,2025-08-12,,Instagram,Root Canal,Clinic C,Contacted - No Appointment,13,No,
L01951,2025-11-27,,Google Organic,Teeth Whitening,Clinic A,Contacted - No Appointment,14,No,
L01952,2025-04-19,,Referral,Invisalign,Clinic A,Contacted - No Appointment,25,No,
L01953,2025-02-18,P01953,Google Organic,General Dentistry,Clinic B,Appointment Booked,10,Yes,
L01954,2025-12-06,,Google Ads,Dental Crown,Clinic A,Contacted - No Appointment,9,No,
L01955,2025-07-15,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,42,No,
L01956,2025-06-25,P01956,Google Organic,General Dentistry,Clinic A,Appointment Booked,37,Yes,
L01957,2025-10-27,,Google Organic,Teeth Whitening,Clinic B,Contacted - No Appointment,31,No,
L01958,2025-10-28,,Referral,Dental Crown,Clinic B,Contacted - No Appointment,12,No,
L01959,2025-05-22,,Google Ads,Teeth Whitening,Clinic C,Contacted - No Appointment,19,No,
L01960,2025-04-16,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,21,No,
L01961,2025-05-19,,Instagram,Root Canal,Clinic B,Not Contacted/Cold,51,No,
L01962,2025-12-20,,Referral,Dental Implant,Clinic B,Contacted - No Appointment,18,No,
L01963,2025-01-22,P01963,Facebook,Dental Implant,Clinic D,Appointment Booked,11,Yes,
L01964,2025-12-22,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,29,No,
L01965,2025-03-24,P01965,Referral,Dental Implant,Clinic D,Appointment Booked,22,Yes,
L01966,2025-09-26,,Referral,Dental Implant,Clinic D,Contacted - No Appointment,32,No,
L01967,2025-11-07,P01967,Referral,Teeth Whitening,Clinic B,Appointment Booked,45,Yes,
L01968,2025-06-23,P01968,Referral,Dental Implant,Clinic D,Appointment Booked,47,Yes,
L01969,2025-02-14,P01969,Google Organic,Invisalign,Clinic A,Appointment Booked,13,Yes,
L01970,2025-08-14,,Google Organic,Dental Crown,Clinic D,Contacted - No Appointment,15,No,
L01971,2025-06-07,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,2,No,
L01972,2025-09-03,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,11,No,
L01973,2025-11-19,,Google Ads,Root Canal,Clinic B,Contacted - No Appointment,18,No,
L01974,2025-03-24,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,43,No,
L01975,2025-11-14,P01975,Google Ads,Teeth Whitening,Clinic D,Appointment Booked,18,Yes,
L01976,2025-06-21,,Referral,Root Canal,Clinic A,Contacted - No Appointment,35,No,
L01977,2025-02-17,P01977,Instagram,Dental Crown,Clinic C,Appointment Booked,12,Yes,
L01978,2025-02-19,P01978,Facebook,General Dentistry,Clinic B,Appointment Booked,8,Yes,
L01979,2025-05-25,P01979,Google Organic,Root Canal,Clinic D,Appointment Booked,19,Yes,2025-03-06
L01980,2025-10-24,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,23,No,
L01981,2025-10-08,,Google Ads,Dental Implant,Clinic C,Contacted - No Appointment,11,No,
L01982,2025-01-12,,Referral,Dental Crown,Clinic B,Contacted - No Appointment,7,No,
L01983,2025-10-15,P01983,Facebook,Dental Implant,Clinic C,Appointment Booked,13,Yes,
L01984,2025-10-01,,Google Organic,Root Canal,Clinic A,Contacted - No Appointment,29,No,
L01985,2025-02-27,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,19,No,
L01986,2025-03-19,P01986,Facebook,Root Canal,Clinic A,Appointment Booked,9,Yes,
L01987,2025-05-25,P01987,Google Organic,Invisalign,Clinic C,Appointment Booked,10,Yes,
L01988,2025-04-05,P01988,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,31,Yes,
L01989,2025-10-13,,Referral,Invisalign,Clinic C,Contacted - No Appointment,17,No,
L01990,2025-03-25,P01990,Google Ads,Teeth Whitening,Clinic A,Appointment Booked,6,Yes,2025-05-04
L01991,2025-12-13,,Facebook,Dental Crown,Clinic D,Contacted - No Appointment,40,No,
L01992,2025-10-16,P01992,Referral,Dental Implant,Clinic D,Appointment Booked,6,Yes,
L01993,2025-03-19,,Referral,General Dentistry,Clinic C,Contacted - No Appointment,36,No,
L01994,2025-05-10,P01994,Google Ads,Invisalign,Clinic B,Appointment Booked,12,Yes,
L01995,2025-06-23,,Google Ads,General Dentistry,Clinic A,Contacted - No Appointment,9,No,
L01996,2025-11-12,P01996,Google Organic,Dental Implant,Clinic A,Appointment Booked,21,Yes,
L01997,2025-06-14,P01997,Google Ads,Invisalign,Clinic B,Appointment Booked,16,Yes,
L01998,2025-06-10,,Facebook,Invisalign,Clinic C,Contacted - No Appointment,13,No,
L01999,2025-05-05,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,22,No,
L02000,2025-05-11,,Instagram,Teeth Whitening,Clinic D,Contacted - No Appointment,7,No,
L02001,2025-11-19,P02001,Google Ads,Dental Crown,Clinic B,Appointment Booked,20,Yes,2025-02-12
L02002,2025-10-29,P02002,Facebook,Teeth Whitening,Clinic C,Appointment Booked,21,Yes,2025-12-11
L02003,2025-05-12,,Referral,Invisalign,Clinic B,Contacted - No Appointment,12,No,
L02004,2025-10-14,P02004,Instagram,Root Canal,Clinic C,Appointment Booked,1,Yes,
L02005,2025-07-04,,Google Organic,Dental Crown,Clinic B,Contacted - No Appointment,16,No,
L02006,2025-01-22,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,16,No,
L02007,2025-12-29,,Google Ads,Dental Crown,Clinic B,Contacted - No Appointment,15,No,
L02008,2025-12-09,,Google Ads,Dental Crown,Clinic C,Contacted - No Appointment,4,No,
L02009,2025-06-09,P02009,Facebook,Dental Implant,Clinic D,Appointment Booked,20,Yes,
L02010,2025-10-11,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,33,No,
L02011,2025-08-07,,Facebook,Teeth Whitening,Clinic A,Contacted - No Appointment,15,No,
L02012,2025-06-16,P02012,Google Organic,Dental Crown,Clinic B,Appointment Booked,7,Yes,
L02013,2025-02-24,,Google Organic,Dental Implant,Clinic C,Contacted - No Appointment,25,No,
L02014,2025-11-13,,Google Ads,Invisalign,Clinic A,Not Contacted/Cold,46,No,
L02015,2025-06-02,,Google Organic,Root Canal,Clinic D,Contacted - No Appointment,9,No,
L02016,2025-01-07,,Google Organic,Invisalign,Clinic D,Contacted - No Appointment,9,No,
L02017,2025-10-25,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,40,No,
L02018,2025-03-04,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,16,No,
L02019,2025-12-27,,Instagram,Dental Crown,Clinic D,Contacted - No Appointment,4,No,
L02020,2025-08-18,,Facebook,Dental Crown,Clinic C,Not Contacted/Cold,55,No,
L02021,2025-12-17,,Google Ads,Invisalign,Clinic B,Contacted - No Appointment,2,No,
L02022,2025-06-07,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,3,No,
L02023,2025-05-31,,Google Ads,Invisalign,Clinic D,Contacted - No Appointment,7,No,
L02024,2025-07-10,P02024,Referral,Teeth Whitening,Clinic B,Appointment Booked,30,Yes,
L02025,2025-04-22,,Google Organic,General Dentistry,Clinic B,Contacted - No Appointment,31,No,
L02026,2025-07-23,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,6,No,
L02027,2025-06-16,P02027,Referral,General Dentistry,Clinic C,Appointment Booked,10,Yes,
L02028,2025-10-28,,Instagram,Dental Crown,Clinic A,Contacted - No Appointment,23,No,
L02029,2025-10-21,,Google Organic,Invisalign,Clinic D,Not Contacted/Cold,46,No,
L02030,2025-01-05,,Google Ads,Invisalign,Clinic C,Contacted - No Appointment,1,No,
L02031,2025-03-17,P02031,Instagram,Invisalign,Clinic C,Appointment Booked,3,Yes,
L02032,2025-02-19,P02032,Google Ads,Dental Implant,Clinic A,Appointment Booked,12,Yes,
L02033,2025-12-27,P02033,Facebook,Dental Crown,Clinic C,Appointment Booked,5,Yes,
L02034,2025-12-30,,Google Ads,Invisalign,Clinic A,Contacted - No Appointment,39,No,
L02035,2025-06-13,,Google Ads,Teeth Whitening,Clinic A,Contacted - No Appointment,17,No,
L02036,2025-08-20,,Google Ads,Root Canal,Clinic C,Contacted - No Appointment,37,No,
L02037,2025-02-25,P02037,Facebook,Root Canal,Clinic B,Appointment Booked,23,Yes,2025-08-03
L02038,2025-09-11,,Google Organic,General Dentistry,Clinic C,Contacted - No Appointment,29,No,
L02039,2025-02-28,,Facebook,Invisalign,Clinic A,Contacted - No Appointment,11,No,
L02040,2025-06-22,,Google Organic,Teeth Whitening,Clinic B,Contacted - No Appointment,3,No,
L02041,2025-05-11,P02041,Instagram,Teeth Whitening,Clinic A,Appointment Booked,16,Yes,
L02042,2025-06-24,,Facebook,Invisalign,Clinic D,Contacted - No Appointment,34,No,
L02043,2025-10-14,P02043,Google Ads,Root Canal,Clinic C,Appointment Booked,54,Yes,
L02044,2025-07-24,,Referral,Root Canal,Clinic C,Contacted - No Appointment,15,No,
L02045,2025-03-10,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,30,No,
L02046,2025-12-26,,Google Organic,Dental Crown,Clinic A,Contacted - No Appointment,11,No,
L02047,2025-12-17,,Instagram,Root Canal,Clinic D,Contacted - No Appointment,13,No,
L02048,2025-11-18,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,17,No,
L02049,2025-09-20,,Google Ads,Invisalign,Clinic B,Not Contacted/Cold,48,No,
L02050,2025-07-20,P02050,Facebook,Teeth Whitening,Clinic C,Appointment Booked,29,Yes,
L02051,2025-08-28,,Referral,General Dentistry,Clinic A,Contacted - No Appointment,26,No,
L02052,2025-05-28,,Google Organic,General Dentistry,Clinic D,Not Contacted/Cold,46,No,
L02053,2025-02-27,,Referral,Teeth Whitening,Clinic C,Contacted - No Appointment,10,No,
L02054,2025-12-04,,Facebook,Root Canal,Clinic B,Contacted - No Appointment,15,No,
L02055,2025-05-04,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,26,No,
L02056,2025-09-11,,Google Ads,Root Canal,Clinic A,Contacted - No Appointment,12,No,
L02057,2025-06-06,,Referral,Dental Crown,Clinic D,Contacted - No Appointment,14,No,
L02058,2025-09-18,,Facebook,Dental Implant,Clinic C,Contacted - No Appointment,22,No,
L02059,2025-04-04,,Facebook,General Dentistry,Clinic A,Contacted - No Appointment,18,No,
L02060,2025-03-02,P02060,Referral,Teeth Whitening,Clinic A,Appointment Booked,7,Yes,2025-04-03
L02061,2025-07-19,,Facebook,Teeth Whitening,Clinic C,Contacted - No Appointment,10,No,
L02062,2025-11-03,,Instagram,Dental Implant,Clinic C,Contacted - No Appointment,7,No,
L02063,2025-05-06,,Google Ads,Teeth Whitening,Clinic B,Contacted - No Appointment,30,No,
L02064,2025-08-31,,Facebook,Teeth Whitening,Clinic B,Contacted - No Appointment,10,No,
L02065,2025-06-06,,Referral,Dental Crown,Clinic A,Contacted - No Appointment,27,No,
L02066,2025-07-24,,Instagram,Invisalign,Clinic C,Contacted - No Appointment,20,No,
L02067,2025-01-04,,Google Ads,Root Canal,Clinic D,Contacted - No Appointment,18,No,
L02068,2025-08-20,P02068,Google Ads,Dental Implant,Clinic A,Appointment Booked,6,Yes,
L02069,2025-03-05,,Facebook,Root Canal,Clinic C,Contacted - No Appointment,20,No,
L02070,2025-03-28,P02070,Instagram,Invisalign,Clinic B,Appointment Booked,25,Yes,2025-05-04
L02071,2025-09-30,P02071,Google Ads,Invisalign,Clinic B,Appointment Booked,30,Yes,2025-11-10
L02072,2025-12-02,P02072,Instagram,Dental Implant,Clinic A,Appointment Booked,7,Yes,2025-04-12
L02073,2025-07-26,P02073,Facebook,Invisalign,Clinic D,Appointment Booked,15,Yes,2025-05-08
L02074,2025-11-02,,Google Organic,Dental Implant,Clinic B,Contacted - No Appointment,35,No,
L02075,2025-10-20,,Google Ads,General Dentistry,Clinic C,Contacted - No Appointment,33,No,
L02076,2025-11-13,,Google Organic,Root Canal,Clinic B,Contacted - No Appointment,17,No,
L02077,2025-07-13,P02077,Facebook,Root Canal,Clinic A,Appointment Booked,6,Yes,
L02078,2025-06-06,,Facebook,Root Canal,Clinic A,Contacted - No Appointment,31,No,
L02079,2025-08-26,,Referral,Dental Crown,Clinic C,Contacted - No Appointment,18,No,
L02080,2025-01-18,P02080,Google Ads,General Dentistry,Clinic A,Appointment Booked,9,Yes,
L02081,2025-09-25,P02081,Facebook,Dental Implant,Clinic C,Appointment Booked,16,Yes,
L02082,2025-02-18,P02082,Facebook,Invisalign,Clinic B,Appointment Booked,6,Yes,
L02083,2025-05-12,,Facebook,General Dentistry,Clinic B,Contacted - No Appointment,31,No,
L02084,2025-10-20,P02084,Instagram,Root Canal,Clinic B,Appointment Booked,4,Yes,
L02085,2025-06-25,P02085,Google Ads,Dental Implant,Clinic B,Appointment Booked,37,Yes,2025-04-07
L02086,2025-05-16,,Instagram,Dental Implant,Clinic A,Contacted - No Appointment,22,No,
L02087,2025-03-21,,Instagram,Dental Implant,Clinic B,Contacted - No Appointment,6,No,
L02088,2025-04-11,P02088,Google Organic,General Dentistry,Clinic C,Appointment Booked,15,Yes,
L02089,2025-05-01,P02089,Google Ads,Invisalign,Clinic C,Appointment Booked,13,Yes,2025-02-05
L02090,2025-10-07,,Google Ads,General Dentistry,Clinic B,Contacted - No Appointment,9,No,
L02091,2025-01-22,P02091,Instagram,General Dentistry,Clinic B,Appointment Booked,21,Yes,2025-04-02
L02092,2025-12-05,,Google Ads,Dental Crown,Clinic A,Not Contacted/Cold,47,No,
L02093,2025-02-05,P02093,Google Organic,Dental Implant,Clinic A,Appointment Booked,10,Yes,2025-12-02
L02094,2025-07-26,P02094,Google Ads,Dental Implant,Clinic A,Appointment Booked,19,Yes,2025-07-08
L02095,2025-09-29,P02095,Facebook,Root Canal,Clinic D,Appointment Booked,18,Yes,
L02096,2025-12-05,P02096,Google Organic,Root Canal,Clinic A,Appointment Booked,20,Yes,
