date,platform,campaign,clinic,spend,impressions,clicks,leads
2025-03-18,Google Ads,Dental Crown,Clinic A,3071.07,53362,3016,21
2025-03-18,Google Ads,Teeth Whitening,Clinic A,4324.94,37676,1957,42
2025-03-18,Google Ads,General Dentistry,Clinic A,4363.02,77637,4897,38
2025-03-18,Instagram,Dental Implant,Clinic B,8988.98,101164,5586,36
2025-03-18,Google Ads,Invisalign,Clinic B,9918.13,134261,8070,33
2025-03-18,Google Ads,Root Canal,Clinic B,8387.86,127217,6042,43
2025-03-18,Google Ads,Dental Crown,Clinic B,5924.35,47735,2439,29
2025-03-18,Google Ads,Teeth Whitening,Clinic B,2861.72,33666,1856,28
2025-03-18,Meta Ads,General Dentistry,Clinic B,4069.14,53000,2570,35
2025-03-18,Meta Ads,Dental Implant,Clinic C,8383.81,69608,4303,26
2025-03-18,Google Ads,Invisalign,Clinic C,7924.46,137979,8772,19
2025-03-18,Meta Ads,Root Canal,Clinic C,5541.71,86178,5495,27
2025-03-18,Google Ads,Dental Crown,Clinic C,5750.47,87883,5254,31
2025-03-18,Instagram,Teeth Whitening,Clinic C,4562.49,68863,3459,38
2025-03-18,Google Ads,General Dentistry,Clinic C,4903.84,61063,2554,51
2025-03-18,Google Ads,Dental Implant,Clinic D,8211.53,104352,4325,30
2025-03-18,Meta Ads,Invisalign,Clinic D,6299.23,105110,3399,16
2025-03-18,Google Ads,Root Canal,Clinic D,6261.31,76590,4354,27
2025-03-18,Google Ads,Dental Crown,Clinic D,4775.79,60827,3626,27
2025-03-18,Google Ads,Teeth Whitening,Clinic D,3566.67,55520,2520,33
2025-03-18,Google Ads,General Dentistry,Clinic D,6070.51,108343,6425,65
2025-03-19,Meta Ads,Dental Implant,Clinic A,7912.01,71376,3444,19
2025-03-19,Google Ads,Invisalign,Clinic A,10989.92,112996,6329,24
2025-03-19,Meta Ads,Root Canal,Clinic A,5976.95,68741,4411,31
2025-03-19,Instagram,Dental Crown,Clinic A,5086.97,72154,1866,27
2025-03-19,Meta Ads,Teeth Whitening,Clinic A,2397.45,28357,1385,15
2025-03-19,Meta Ads,General Dentistry,Clinic A,3486.52,52534,1598,37
2025-03-19,Instagram,Dental Implant,Clinic B,7555.27,104007,5000,24
2025-03-19,Google Ads,Invisalign,Clinic B,5969.7,80455,2038,14
2025-03-19,Google Ads,Root Canal,Clinic B,6689.9,70126,3165,34
2025-03-19,Google Ads,Dental Crown,Clinic B,5536.67,66480,2813,42
2025-03-19,Meta Ads,Teeth Whitening,Clinic B,3202.15,42657,2523,32
2025-03-19,Google Ads,General Dentistry,Clinic B,3392.62,34107,1218,28
2025-03-19,Meta Ads,Dental Implant,Clinic C,9629.11,119976,6513,36
2025-03-19,Google Ads,Invisalign,Clinic C,8841.61,95509,3540,26
2025-03-19,Google Ads,Root Canal,Clinic C,6876.86,84256,3379,37
2025-03-19,Google Ads,Dental Crown,Clinic C,3516.9,33260,849,12
2025-03-19,Meta Ads,Teeth Whitening,Clinic C,3420.95,37884,1525,22
2025-03-19,Google Ads,General Dentistry,Clinic C,3992.78,65195,2470,31
2025-03-19,Google Ads,Dental Implant,Clinic D,7957.3,136496,8648,31
2025-03-19,Meta Ads,Invisalign,Clinic D,6932.33,110509,4734,16
2025-03-19,Google Ads,Root Canal,Clinic D,7245.64,122815,6110,31
2025-03-19,Meta Ads,Dental Crown,Clinic D,5752.25,98331,3095,35
2025-03-19,Instagram,Teeth Whitening,Clinic D,2739.01,35875,1276,21
2025-03-19,Google Ads,General Dentistry,Clinic D,5363.18,96142,4384,60
2025-03-20,Google Ads,Dental Implant,Clinic A,9399.34,117120,4745,29
2025-03-20,Meta Ads,Invisalign,Clinic A,8173.16,106532,4752,22
2025-03-20,Instagram,Root Canal,Clinic A,6641.78,91546,5243,40
2025-03-20,Google Ads,Dental Crown,Clinic A,5426.05,70518,4540,38
2025-03-20,Google Ads,Teeth Whitening,Clinic A,3947.48,68218,3745,35
2025-03-20,Meta Ads,General Dentistry,Clinic A,3620.15,46641,2166,39
2025-03-20,Google Ads,Dental Implant,Clinic B,8790.04,149334,6062,33
2025-03-20,Google Ads,Invisalign,Clinic B,9032.35,121800,7492,20
2025-03-20,Google Ads,Root Canal,Clinic B,8063.29,90297,5438,46
2025-03-20,Google Ads,Dental Crown,Clinic B,6173.94,75408,2438,40
2025-03-20,Meta Ads,Teeth Whitening,Clinic B,2596.83,33574,1748,17
2025-03-20,Meta Ads,General Dentistry,Clinic B,3694.94,58812,3045,36
2025-03-20,Meta Ads,Dental Implant,Clinic C,9972.74,105983,3877,32
2025-03-20,Meta Ads,Invisalign,Clinic C,6973.5,101018,2985,15
2025-03-20,Google Ads,Root Canal,Clinic C,6989.12,63925,2616,33
2025-03-20,Google Ads,Dental Crown,Clinic C,6333.91,68262,3393,31
2025-03-20,Google Ads,Teeth Whitening,Clinic C,4036.65,44822,1163,39
2025-03-20,Google Ads,General Dentistry,Clinic C,2560.71,29334,1413,24
2025-03-20,Google Ads,Dental Implant,Clinic D,6706.84,119452,3218,21
2025-03-20,Google Ads,Invisalign,Clinic D,6999.94,112768,6516,20
2025-03-20,Google Ads,Root Canal,Clinic D,7084.66,66271,3935,40
2025-03-20,Meta Ads,Dental Crown,Clinic D,5985.18,101590,5569,30
2025-03-20,Google Ads,Teeth Whitening,Clinic D,4828.23,82671,2091,46
2025-03-20,Google Ads,General Dentistry,Clinic D,5329.04,45558,2604,54
2025-03-21,Instagram,Dental Implant,Clinic A,9117.13,151386,8451,33
2025-03-21,Meta Ads,Invisalign,Clinic A,7162.79,74430,2014,10
2025-03-21,Meta Ads,Root Canal,Clinic A,6532.69,115151,3169,26
2025-03-21,Meta Ads,Dental Crown,Clinic A,5222.49,59706,1731,26
2025-03-21,Meta Ads,Teeth Whitening,Clinic A,4117.25,72664,1885,42
2025-03-21,Google Ads,General Dentistry,Clinic A,2897.64,42580,2596,32
2025-03-21,Meta Ads,Dental Implant,Clinic B,11606.38,105575,5299,40
2025-03-21,Google Ads,Invisalign,Clinic B,8113.69,130203,5403,15
2025-03-21,Meta Ads,Root Canal,Clinic B,7418.89,92353,5337,39
2025-03-21,Meta Ads,Dental Crown,Clinic B,4121.22,46710,2093,10
2025-03-21,Google Ads,Teeth Whitening,Clinic B,3235.15,34215,2081,31
2025-03-21,Meta Ads,General Dentistry,Clinic B,4260.5,64136,2644,39
2025-03-21,Google Ads,Dental Implant,Clinic C,6513.88,79733,2680,21
2025-03-21,Google Ads,Invisalign,Clinic C,10745.88,154087,7399,31
2025-03-21,Meta Ads,Root Canal,Clinic C,9322.86,109591,6682,49
2025-03-21,Meta Ads,Dental Crown,Clinic C,4871.22,58187,3700,29
2025-03-21,Meta Ads,Teeth Whitening,Clinic C,4639.66,55523,3073,42
2025-03-21,Google Ads,General Dentistry,Clinic C,4455.77,39785,2339,47
2025-03-21,Instagram,Dental Implant,Clinic D,10271.99,177543,8856,39
2025-03-21,Meta Ads,Invisalign,Clinic D,10524.72,189337,7630,29
2025-03-21,Meta Ads,Root Canal,Clinic D,6948.2,78020,4654,32
2025-03-21,Google Ads,Dental Crown,Clinic D,5328.28,54101,2574,29
2025-03-21,Meta Ads,Teeth Whitening,Clinic D,3658.18,37694,1358,36
2025-03-21,Meta Ads,General Dentistry,Clinic D,5576.8,76804,4347,59
2025-03-22,Meta Ads,Dental Implant,Clinic A,10332.0,134853,4235,33
2025-03-22,Google Ads,Invisalign,Clinic A,6930.96,73637,3622,25
2025-03-22,Meta Ads,Root Canal,Clinic A,6352.6,99829,6104,29
2025-03-22,Google Ads,Dental Crown,Clinic A,5952.62,78440,2463,39
2025-03-22,Meta Ads,Teeth Whitening,Clinic A,2627.4,43352,1616,21
2025-03-22,Google Ads,General Dentistry,Clinic A,3734.86,58908,1901,35
2025-03-22,Meta Ads,Dental Implant,Clinic B,8235.47,94091,5927,25
2025-03-22,Instagram,Invisalign,Clinic B,7642.41,87608,2931,19
2025-03-22,Google Ads,Root Canal,Clinic B,6015.37,88525,3136,32
2025-03-22,Meta Ads,Dental Crown,Clinic B,6032.92,100249,6113,37
2025-03-22,Meta Ads,Teeth Whitening,Clinic B,3118.86,54178,2657,28
2025-03-22,Meta Ads,General Dentistry,Clinic B,5126.9,92014,3515,46
2025-03-22,Meta Ads,Dental Implant,Clinic C,8822.68,89399,4068,21
2025-03-22,Google Ads,Invisalign,Clinic C,7841.36,67649,2910,20
2025-03-22,Instagram,Root Canal,Clinic C,6665.26,62000,1931,27
2025-03-22,Google Ads,Dental Crown,Clinic C,6712.96,84361,2191,36
2025-03-22,Google Ads,Teeth Whitening,Clinic C,4089.98,47360,1300,31
2025-03-22,Meta Ads,General Dentistry,Clinic C,3835.43,56645,2038,44
2025-03-22,Meta Ads,Dental Implant,Clinic D,9663.88,169030,7699,34
2025-03-22,Google Ads,Invisalign,Clinic D,9886.12,93008,3633,22
2025-03-22,Meta Ads,Root Canal,Clinic D,5700.41,73926,3398,30
2025-03-22,Meta Ads,Dental Crown,Clinic D,4972.73,83870,2181,26
2025-03-22,Meta Ads,Teeth Whitening,Clinic D,3159.59,53211,2101,23
2025-03-22,Meta Ads,General Dentistry,Clinic D,4285.35,40352,1915,40
2025-03-23,Google Ads,Dental Implant,Clinic A,9496.43,79367,4672,30
2025-03-23,Google Ads,Invisalign,Clinic A,8767.76,120349,4797,27
2025-03-23,Meta Ads,Root Canal,Clinic A,6514.85,79146,2431,39
2025-03-23,Instagram,Dental Crown,Clinic A,4465.27,38679,2128,23
2025-03-23,Meta Ads,Teeth Whitening,Clinic A,3552.07,33840,1365,28
2025-03-23,Meta Ads,General Dentistry,Clinic A,4168.79,43425,2340,36
2025-03-23,Meta Ads,Dental Implant,Clinic B,7700.23,104728,5770,22
2025-03-23,Instagram,Invisalign,Clinic B,8777.94,86178,2295,24
2025-03-23,Meta Ads,Root Canal,Clinic B,5548.92,48336,1234,29
2025-03-23,Google Ads,Dental Crown,Clinic B,5769.34,103828,5062,36
2025-03-23,Google Ads,Teeth Whitening,Clinic B,2648.07,27067,1711,21
2025-03-23,Google Ads,General Dentistry,Clinic B,5516.53,97304,2449,54
2025-03-23,Instagram,Dental Implant,Clinic C,9134.67,123474,6391,32
2025-03-23,Google Ads,Invisalign,Clinic C,8182.33,122249,4679,27
2025-03-23,Meta Ads,Root Canal,Clinic C,6247.13,71023,4191,32
2025-03-23,Meta Ads,Dental Crown,Clinic C,4999.19,87815,3948,30
2025-03-23,Google Ads,Teeth Whitening,Clinic C,4195.67,66530,2818,38
2025-03-23,Google Ads,General Dentistry,Clinic C,5075.33,49610,2881,51
2025-03-23,Google Ads,Dental Implant,Clinic D,9381.24,85292,2822,33
2025-03-23,Instagram,Invisalign,Clinic D,3631.32,31166,883,12
2025-03-23,Meta Ads,Root Canal,Clinic D,7041.0,91730,3498,38
2025-03-23,Meta Ads,Dental Crown,Clinic D,4650.15,80856,4099,26
2025-03-23,Google Ads,Teeth Whitening,Clinic D,3929.96,68486,2756,40
2025-03-23,Instagram,General Dentistry,Clinic D,5621.63,81286,4484,63
2025-03-24,Google Ads,Dental Implant,Clinic A,9401.7,160761,6390,33
2025-03-24,Meta Ads,Invisalign,Clinic A,9617.84,108202,6675,29
2025-03-24,Instagram,Root Canal,Clinic A,3646.7,50149,1655,16
2025-03-24,Meta Ads,Dental Crown,Clinic A,4756.73,73065,3647,29
2025-03-24,Google Ads,Teeth Whitening,Clinic A,4237.37,57412,3035,38
2025-03-24,Meta Ads,General Dentistry,Clinic A,4279.3,42162,1950,48
2025-03-24,Meta Ads,Dental Implant,Clinic B,8366.22,83191,4230,24
2025-03-24,Google Ads,Invisalign,Clinic B,7049.74,60529,3718,22
2025-03-24,Google Ads,Root Canal,Clinic B,5388.58,68944,2337,28
2025-03-24,Meta Ads,Dental Crown,Clinic B,5860.38,92667,3405,37
2025-03-24,Google Ads,Teeth Whitening,Clinic B,4124.11,57641,2419,35
2025-03-24,Instagram,General Dentistry,Clinic B,3406.24,61057,1847,24
2025-03-24,Google Ads,Dental Implant,Clinic C,12605.29,119508,4559,36
2025-03-24,Google Ads,Invisalign,Clinic C,8357.3,86902,3684,24
2025-03-24,Meta Ads,Root Canal,Clinic C,4684.94,56067,3423,24
2025-03-24,Google Ads,Dental Crown,Clinic C,4713.98,40545,1378,24
2025-03-24,Meta Ads,Teeth Whitening,Clinic C,5006.88,47860,1729,47
2025-03-24,Instagram,General Dentistry,Clinic C,4549.93,66575,3003,45
2025-03-24,Google Ads,Dental Implant,Clinic D,10203.44,97930,2472,35
2025-03-24,Meta Ads,Invisalign,Clinic D,8112.06,101891,4575,33
2025-03-24,Google Ads,Root Canal,Clinic D,8019.94,142933,4555,41
2025-03-24,Meta Ads,Dental Crown,Clinic D,5371.23,85575,3677,28
2025-03-24,Meta Ads,Teeth Whitening,Clinic D,3099.09,53520,3451,29
2025-03-24,Google Ads,General Dentistry,Clinic D,4008.15,33176,2101,46
2025-03-25,Google Ads,Dental Implant,Clinic A,8753.53,76011,2563,31
2025-03-25,Instagram,Invisalign,Clinic A,11295.83,107995,6665,24
2025-03-25,Meta Ads,Root Canal,Clinic A,9448.17,148088,4904,53
2025-03-25,Instagram,Dental Crown,Clinic A,4576.01,37175,958,23
2025-03-25,Google Ads,Teeth Whitening,Clinic A,3166.81,56620,3520,26
2025-03-25,Google Ads,General Dentistry,Clinic A,3455.51,58129,1681,30
2025-03-25,Meta Ads,Dental Implant,Clinic B,9938.08,142249,5763,30
2025-03-25,Google Ads,Invisalign,Clinic B,6655.11,91742,4178,15
2025-03-25,Google Ads,Root Canal,Clinic B,4461.24,61277,3733,15
2025-03-25,Google Ads,Dental Crown,Clinic B,4688.76,70248,3555,26
2025-03-25,Meta Ads,Teeth Whitening,Clinic B,2643.75,32996,856,23
2025-03-25,Google Ads,General Dentistry,Clinic B,4126.22,57426,2035,45
2025-03-25,Google Ads,Dental Implant,Clinic C,8124.29,138476,7766,27
2025-03-25,Instagram,Invisalign,Clinic C,8222.8,83752,4802,29
2025-03-25,Google Ads,Root Canal,Clinic C,8015.77,109358,5632,45
2025-03-25,Google Ads,Dental Crown,Clinic C,4054.99,57569,2225,22
2025-03-25,Google Ads,Teeth Whitening,Clinic C,3734.4,59274,3299,29
2025-03-25,Instagram,General Dentistry,Clinic C,5241.27,77767,3618,56
2025-03-25,Google Ads,Dental Implant,Clinic D,9788.98,96523,2545,33
2025-03-25,Google Ads,Invisalign,Clinic D,7910.61,94520,3975,26
2025-03-25,Google Ads,Root Canal,Clinic D,7751.43,101388,6553,38
2025-03-25,Meta Ads,Dental Crown,Clinic D,5513.14,66218,3744,33
2025-03-25,Google Ads,Teeth Whitening,Clinic D,3813.55,57644,2925,29
2025-03-25,Meta Ads,General Dentistry,Clinic D,4224.38,59347,2020,38
2025-03-26,Meta Ads,Dental Implant,Clinic A,8482.41,95370,3424,27
2025-03-26,Meta Ads,Invisalign,Clinic A,6937.27,112076,4006,19
2025-03-26,Meta Ads,Root Canal,Clinic A,7044.88,74318,2289,37
2025-03-26,Google Ads,Dental Crown,Clinic A,3728.3,42520,2182,22
2025-03-26,Google Ads,Teeth Whitening,Clinic A,3530.72,45320,1791,34
2025-03-26,Google Ads,General Dentistry,Clinic A,2669.17,22851,1345,15
2025-03-26,Meta Ads,Dental Implant,Clinic B,5806.67,75424,2553,16
2025-03-26,Google Ads,Invisalign,Clinic B,7903.93,105067,3139,15
2025-03-26,Instagram,Root Canal,Clinic B,6480.68,108794,5915,36
2025-03-26,Google Ads,Dental Crown,Clinic B,3484.79,40478,2237,19
2025-03-26,Meta Ads,Teeth Whitening,Clinic B,3130.07,26289,1395,28
2025-03-26,Instagram,General Dentistry,Clinic B,4720.83,68811,3417,43
2025-03-26,Instagram,Dental Implant,Clinic C,7982.89,136840,7373,24
2025-03-26,Meta Ads,Invisalign,Clinic C,9652.52,147365,7222,21
2025-03-26,Meta Ads,Root Canal,Clinic C,6820.76,88124,2247,36
2025-03-26,Google Ads,Dental Crown,Clinic C,4968.3,45734,1428,29
2025-03-26,Google Ads,Teeth Whitening,Clinic C,2763.94,40564,2108,21
2025-03-26,Instagram,General Dentistry,Clinic C,4059.38,72484,3987,41
2025-03-26,Google Ads,Dental Implant,Clinic D,8046.83,93257,4866,24
2025-03-26,Google Ads,Invisalign,Clinic D,6398.91,59196,2773,14
2025-03-26,Google Ads,Root Canal,Clinic D,8718.81,150620,4953,47
2025-03-26,Instagram,Dental Crown,Clinic D,6043.81,102551,6507,31
2025-03-26,Google Ads,Teeth Whitening,Clinic D,3241.2,43906,2310,22
2025-03-26,Meta Ads,General Dentistry,Clinic D,4715.09,45635,2439,43
2025-03-27,Instagram,Dental Implant,Clinic A,10202.89,89528,2899,38
2025-03-27,Google Ads,Invisalign,Clinic A,7719.27,124571,3631,24
2025-03-27,Meta Ads,Root Canal,Clinic A,6768.83,106057,5721,41
2025-03-27,Google Ads,Dental Crown,Clinic A,4658.85,57089,2660,29
2025-03-27,Google Ads,Teeth Whitening,Clinic A,2219.27,23450,1127,20
2025-03-27,Google Ads,General Dentistry,Clinic A,4278.6,51900,3336,47
2025-03-27,Google Ads,Dental Implant,Clinic B,8909.87,149870,6711,30
2025-03-27,Google Ads,Invisalign,Clinic B,9688.53,115937,5453,28
2025-03-27,Google Ads,Root Canal,Clinic B,6739.92,61074,2860,39
2025-03-27,Instagram,Dental Crown,Clinic B,3880.98,66203,3946,23
2025-03-27,Meta Ads,Teeth Whitening,Clinic B,2676.74,43832,2798,23
2025-03-27,Instagram,General Dentistry,Clinic B,7510.13,128290,6910,79
2025-03-27,Google Ads,Dental Implant,Clinic C,7152.2,109824,6610,21
2025-03-27,Google Ads,Invisalign,Clinic C,8599.09,69925,4287,23
2025-03-27,Google Ads,Root Canal,Clinic C,5564.68,91490,4271,26
2025-03-27,Google Ads,Dental Crown,Clinic C,5788.08,96242,2865,34
2025-03-27,Meta Ads,Teeth Whitening,Clinic C,3032.42,42760,1123,28
2025-03-27,Google Ads,General Dentistry,Clinic C,4689.02,46472,2628,41
2025-03-27,Google Ads,Dental Implant,Clinic D,8406.09,104436,5528,28
2025-03-27,Google Ads,Invisalign,Clinic D,9334.45,136750,7265,26
2025-03-27,Meta Ads,Root Canal,Clinic D,7576.68,119400,4173,40
2025-03-27,Meta Ads,Dental Crown,Clinic D,4359.97,42973,2595,17
2025-03-27,Google Ads,Teeth Whitening,Clinic D,3064.54,39467,1050,29
2025-03-27,Meta Ads,General Dentistry,Clinic D,5822.39,98661,2737,56
2025-03-28,Meta Ads,Dental Implant,Clinic A,7579.74,97925,3219,26
2025-03-28,Google Ads,Invisalign,Clinic A,11873.53,95401,4295,38
2025-03-28,Meta Ads,Root Canal,Clinic A,7523.97,127553,6366,41
2025-03-28,Meta Ads,Dental Crown,Clinic A,4689.16,66074,4153,24
2025-03-28,Google Ads,Teeth Whitening,Clinic A,3393.72,27166,1280,27
2025-03-28,Google Ads,General Dentistry,Clinic A,4363.61,39750,1972,45
2025-03-28,Instagram,Dental Implant,Clinic B,9322.81,108108,3202,30
2025-03-28,Google Ads,Invisalign,Clinic B,7612.95,97023,4938,21
2025-03-28,Meta Ads,Root Canal,Clinic B,7057.12,95456,5746,33
2025-03-28,Google Ads,Dental Crown,Clinic B,4781.68,53915,2078,25
2025-03-28,Google Ads,Teeth Whitening,Clinic B,2853.17,24946,656,26
2025-03-28,Instagram,General Dentistry,Clinic B,3246.43,41628,1303,29
2025-03-28,Google Ads,Dental Implant,Clinic C,8033.46,138514,4286,23
2025-03-28,Google Ads,Invisalign,Clinic C,8891.78,153206,5345,26
2025-03-28,Instagram,Root Canal,Clinic C,7339.57,65557,2159,37
2025-03-28,Google Ads,Dental Crown,Clinic C,5641.7,54119,1839,29
2025-03-28,Google Ads,Teeth Whitening,Clinic C,3735.92,46627,2682,33
2025-03-28,Meta Ads,General Dentistry,Clinic C,4534.35,79193,3733,44
2025-03-28,Meta Ads,Dental Implant,Clinic D,10327.16,140940,5814,35
2025-03-28,Google Ads,Invisalign,Clinic D,8439.99,119758,4138,20
2025-03-28,Meta Ads,Root Canal,Clinic D,5370.71,46263,2174,23
2025-03-28,Google Ads,Dental Crown,Clinic D,5446.52,50567,1587,32
2025-03-28,Google Ads,Teeth Whitening,Clinic D,2357.84,27121,829,25
2025-03-28,Google Ads,General Dentistry,Clinic D,4776.21,78232,4437,47
2025-03-29,Meta Ads,Dental Implant,Clinic A,10554.51,121105,5899,33
2025-03-29,Google Ads,Invisalign,Clinic A,8116.28,137584,6570,29
2025-03-29,Google Ads,Root Canal,Clinic A,6501.11,68307,2607,35
2025-03-29,Google Ads,Dental Crown,Clinic A,4918.76,86170,2578,24
2025-03-29,Instagram,Teeth Whitening,Clinic A,3860.78,58295,2837,37
2025-03-29,Google Ads,General Dentistry,Clinic A,2986.25,27034,1545,33
2025-03-29,Meta Ads,Dental Implant,Clinic B,8772.42,118578,6343,35
2025-03-29,Google Ads,Invisalign,Clinic B,7627.12,115054,4377,26
2025-03-29,Meta Ads,Root Canal,Clinic B,7248.98,81469,4782,42
2025-03-29,Meta Ads,Dental Crown,Clinic B,3754.27,36623,1630,19
2025-03-29,Meta Ads,Teeth Whitening,Clinic B,3465.24,34805,1203,38
2025-03-29,Google Ads,General Dentistry,Clinic B,5208.35,93123,5169,59
2025-03-29,Google Ads,Dental Implant,Clinic C,9024.75,82997,3729,30
2025-03-29,Instagram,Invisalign,Clinic C,7334.79,87734,5188,24
2025-03-29,Instagram,Root Canal,Clinic C,7832.55,89837,5257,41
2025-03-29,Google Ads,Dental Crown,Clinic C,4386.06,74253,2053,33
2025-03-29,Instagram,Teeth Whitening,Clinic C,2627.13,42764,2208,12
2025-03-29,Instagram,General Dentistry,Clinic C,6247.28,110683,6868,69
2025-03-29,Google Ads,Dental Implant,Clinic D,10553.96,183573,8726,29
2025-03-29,Meta Ads,Invisalign,Clinic D,8072.85,76498,2709,19
2025-03-29,Google Ads,Root Canal,Clinic D,7168.95,58791,3366,30
2025-03-29,Meta Ads,Dental Crown,Clinic D,5722.23,46647,1306,26
2025-03-29,Google Ads,Teeth Whitening,Clinic D,3783.81,36879,2387,29
2025-03-29,Google Ads,General Dentistry,Clinic D,5551.34,68771,2107,54
2025-03-30,Meta Ads,Dental Implant,Clinic A,9039.45,107672,5482,21
2025-03-30,Meta Ads,Invisalign,Clinic A,8465.16,97774,4198,26
2025-03-30,Meta Ads,Root Canal,Clinic A,7332.14,106300,5448,34
2025-03-30,Google Ads,Dental Crown,Clinic A,3855.66,38159,2127,23
2025-03-30,Google Ads,Teeth Whitening,Clinic A,2358.99,24435,1373,23
2025-03-30,Meta Ads,General Dentistry,Clinic A,4678.57,56675,3250,47
2025-03-30,Google Ads,Dental Implant,Clinic B,9213.61,92040,3963,29
2025-03-30,Google Ads,Invisalign,Clinic B,9310.49,131571,4068,25
2025-03-30,Meta Ads,Root Canal,Clinic B,6189.54,95572,4488,33
2025-03-30,Meta Ads,Dental Crown,Clinic B,4394.16,69848,4249,25
2025-03-30,Google Ads,Teeth Whitening,Clinic B,3500.1,62193,3774,34
2025-03-30,Google Ads,General Dentistry,Clinic B,4981.37,46530,2536,53
2025-03-30,Meta Ads,Dental Implant,Clinic C,9478.34,165144,4625,32
2025-03-30,Meta Ads,Invisalign,Clinic C,9867.24,138394,6203,25
2025-03-30,Google Ads,Root Canal,Clinic C,4896.43,55453,3579,33
2025-03-30,Meta Ads,Dental Crown,Clinic C,5978.13,61401,3057,33
2025-03-30,Meta Ads,Teeth Whitening,Clinic C,3290.35,29041,1878,28
2025-03-30,Meta Ads,General Dentistry,Clinic C,2783.39,34777,1948,27
2025-03-30,Instagram,Dental Implant,Clinic D,8489.94,83976,3562,25
2025-03-30,Meta Ads,Invisalign,Clinic D,8918.48,119697,5332,26
2025-03-30,Meta Ads,Root Canal,Clinic D,6858.84,108875,5855,39
2025-03-30,Instagram,Dental Crown,Clinic D,4527.14,74895,3272,29
2025-03-30,Meta Ads,Teeth Whitening,Clinic D,3676.85,55847,1711,35
2025-03-30,Google Ads,General Dentistry,Clinic D,4470.35,73639,2929,44
2025-03-31,Meta Ads,Dental Implant,Clinic A,9442.27,150153,7852,37
2025-03-31,Google Ads,Invisalign,Clinic A,8695.68,83496,4668,29
2025-03-31,Meta Ads,Root Canal,Clinic A,7413.56,87035,4100,37
2025-03-31,Google Ads,Dental Crown,Clinic A,5526.71,70205,1812,37
2025-03-31,Meta Ads,Teeth Whitening,Clinic A,2773.49,31404,1888,26
2025-03-31,Meta Ads,General Dentistry,Clinic A,5068.97,81709,2361,50
2025-03-31,Meta Ads,Dental Implant,Clinic B,8531.86,74683,3305,27
2025-03-31,Meta Ads,Invisalign,Clinic B,8619.82,114262,3091,20
2025-03-31,Instagram,Root Canal,Clinic B,5684.05,75961,3036,35
2025-03-31,Google Ads,Dental Crown,Clinic B,3525.07,50081,2183,25
2025-03-31,Meta Ads,Teeth Whitening,Clinic B,3033.44,24679,1211,25
2025-03-31,Instagram,General Dentistry,Clinic B,3377.61,27463,1249,32
2025-03-31,Instagram,Dental Implant,Clinic C,8283.52,133310,7884,29
2025-03-31,Google Ads,Invisalign,Clinic C,7325.13,104462,4944,20
2025-03-31,Google Ads,Root Canal,Clinic C,6804.0,65839,3571,35
2025-03-31,Meta Ads,Dental Crown,Clinic C,3896.63,39608,2021,26
2025-03-31,Instagram,Teeth Whitening,Clinic C,3488.89,42760,1665,33
2025-03-31,Meta Ads,General Dentistry,Clinic C,4572.78,52360,3143,38
2025-03-31,Google Ads,Dental Implant,Clinic D,10309.16,116325,4093,41
2025-03-31,Meta Ads,Invisalign,Clinic D,11507.61,202774,8297,33
2025-03-31,Meta Ads,Root Canal,Clinic D,7868.36,67239,4134,48
2025-03-31,Google Ads,Dental Crown,Clinic D,6475.44,85626,2155,35
2025-03-31,Instagram,Teeth Whitening,Clinic D,3810.94,67497,4178,29
2025-03-31,Meta Ads,General Dentistry,Clinic D,5209.9,77468,4454,56
2025-04-01,Google Ads,Dental Implant,Clinic A,7954.23,67499,4298,21
2025-04-01,Meta Ads,Invisalign,Clinic A,7005.09,125573,6997,16
2025-04-01,Google Ads,Root Canal,Clinic A,7803.92,70839,1777,43
2025-04-01,Google Ads,Dental Crown,Clinic A,5510.03,92543,4862,31
2025-04-01,Meta Ads,Teeth Whitening,Clinic A,2697.74,24932,804,21
2025-04-01,Instagram,General Dentistry,Clinic A,2671.55,38785,1479,24
2025-04-01,Google Ads,Dental Implant,Clinic B,7970.65,97171,5174,23
2025-04-01,Google Ads,Invisalign,Clinic B,9764.67,100973,2716,27
2025-04-01,Instagram,Root Canal,Clinic B,7296.16,64741,3947,42
2025-04-01,Google Ads,Dental Crown,Clinic B,4942.27,85145,5515,21
2025-04-01,Meta Ads,Teeth Whitening,Clinic B,3461.91,28722,1034,33
2025-04-01,Google Ads,General Dentistry,Clinic B,4179.26,40743,2019,42
2025-04-01,Google Ads,Dental Implant,Clinic C,8126.64,119370,7321,27
2025-04-01,Meta Ads,Invisalign,Clinic C,8222.5,74318,2017,20
2025-04-01,Meta Ads,Root Canal,Clinic C,5490.11,63677,2398,29
2025-04-01,Google Ads,Dental Crown,Clinic C,5898.15,68041,2600,30
2025-04-01,Google Ads,Teeth Whitening,Clinic C,3889.55,44396,1912,39
2025-04-01,Meta Ads,General Dentistry,Clinic C,4207.05,34488,2129,33
2025-04-01,Google Ads,Dental Implant,Clinic D,10345.22,137249,5632,28
2025-04-01,Instagram,Invisalign,Clinic D,8202.97,88818,2469,23
2025-04-01,Google Ads,Root Canal,Clinic D,6035.99,52602,1681,31
2025-04-01,Google Ads,Dental Crown,Clinic D,5170.2,61960,3530,30
2025-04-01,Meta Ads,Teeth Whitening,Clinic D,2811.72,48559,2425,24
